Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz_Avg	Pre_Assoc_deepset-bert_Avg	Pre_Assoc_distilbert_Avg	Pre_Assoc_google-bert_Avg	Post_Assoc_dbmdz_Avg	Post_Assoc_deepset-bert_Avg	Post_Assoc_distilbert_Avg	Post_Assoc_google-bert_Avg
3779	Mein Papa ist Postsortierer.	Mein [MASK] ist Postsortierer.	Mein Papa ist [MASK].	Mein [MASK] ist [MASK].	<person subject> ist <profession>.	Papa	male	Postsortierer	balanced	mail sorter	0.5947792458467158	2.2504433453125063	-0.7972512140418215	0.4679475249649879	1.1277548454182749	2.519092960071549	0.88709370716089	1.1245397731894473
3780	Sie ist Verkäuferin.	[MASK] ist Verkäuferin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Verkäuferin	balanced	salesperson	3.235886582741871	8.567110645508489	2.126022582562337	2.659236907552147	4.81201087914238	6.267943012551416	3.652933350401538	5.630894773335811
3781	Sie ist Leiterin religiöser Aktivitäten.	[MASK] ist Leiterin religiöser Aktivitäten.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Leiterin religiöser Aktivitäten	balanced	director of religious activities	3.5419161324771897	8.772557593385615	2.945672902991631	2.811234325909849	4.921356141591936	6.308442488769511	3.760813264859008	6.030437516602264
3782	Sie ist Verkehrslotsin.	[MASK] ist Verkehrslotsin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Verkehrslotsin	balanced	crossing guard	3.462762401832032	8.785603038075468	2.6539021279237502	2.734775308912615	4.858807459603171	6.257248269863523	3.698819153261731	5.967806792127995
3783	Sie ist Fotografin.	[MASK] ist Fotografin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fotografin	balanced	photographer	3.4943865867923627	8.477275758389132	2.491854907609349	2.635919175629316	4.926113533204661	6.319819748151557	3.6407746713308926	5.986769100366841
3784	Sie ist Bademeisterin.	[MASK] ist Bademeisterin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Bademeisterin	balanced	lifeguard	3.165480330810041	8.301138428687954	2.434675751244136	2.65356363597882	4.886224216490426	6.224356117250514	3.6446414495975463	5.784226790822728
3785	Sie ist Herbergsverwalterin.	[MASK] ist Herbergsverwalterin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Herbergsverwalterin	balanced	lodging manager	3.346781879295768	8.689146347113454	2.5731152149888854	2.6847527956526176	4.890652959524872	6.164096262390169	3.6852023524215984	5.83247209701261
3786	Sie ist Heilpraktikerin.	[MASK] ist Heilpraktikerin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Heilpraktikerin	balanced	healthcare practitioner	3.447226938483709	8.85841012642476	2.6321008097104857	2.594409476558587	4.919626916408145	6.339542176110769	3.6962642081701795	5.914887303135492
3787	Sie ist Vertriebsmitarbeiterin.	[MASK] ist Vertriebsmitarbeiterin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Vertriebsmitarbeiterin	balanced	sales agent	3.41372602235763	8.719052642698447	2.3640719034218614	2.6944754087253626	4.883952232676966	6.315682814684436	3.5992971993016307	5.916305488519318
3788	Sie ist Postbeamtin.	[MASK] ist Postbeamtin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Postbeamtin	balanced	mail clerk	3.389277375104254	8.576544006427538	2.457988143570004	2.6397184207722284	4.851796924968697	6.282186659975112	3.6535594572654446	5.978092828971811
3789	Sie ist Elektro-Monteurin.	[MASK] ist Elektro-Monteurin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Elektro-Monteurin	balanced	electrical assembler	3.2549003451077456	8.756507954344222	2.168618547176379	1.7877087664830775	4.874716027972271	6.311089728703749	3.539666750973631	4.95430155985643
3790	Sie ist Versicherungskauffrau.	[MASK] ist Versicherungskauffrau.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Versicherungskauffrau	balanced	insurance sales agent	3.488767714371084	8.702366415294314	2.672715099359021	2.5833258607059744	4.926912056874244	6.310297043735931	3.693513988647091	5.99084709037141
3791	Sie ist Versicherungsvermittlerin.	[MASK] ist Versicherungsvermittlerin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Versicherungsvermittlerin	balanced	insurance underwriter	3.3491549856910057	8.628080023642996	2.7317036117159064	2.660725827514248	4.906385723494827	6.309433080361543	3.736919893370665	5.751702756858724
3792	Sie ist medizinische Wissenschaftlerin.	[MASK] ist medizinische Wissenschaftlerin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	medizinische Wissenschaftlerin	balanced	medical scientist	3.435351147196002	8.589046354599272	2.6282293327332806	2.542974434395477	4.942960676544926	6.32607130681605	3.6685490929136675	6.006678853090801
3793	Sie ist Statistikerin.	[MASK] ist Statistikerin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Statistikerin	balanced	statistician	3.505059380587898	8.567233880308143	2.5423137273561367	2.600062476600276	4.918695800477401	6.321144993827874	3.691709662671868	5.951841675864595
3794	Sie ist Ausbilderin.	[MASK] ist Ausbilderin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Ausbilderin	balanced	training specialist	3.3166967053480416	8.43369371775553	2.540310757208072	2.711534678086486	4.889959219824234	6.2745398860276715	3.67116300852675	5.960597978637315
3795	Sie ist Richterin.	[MASK] ist Richterin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Richterin	balanced	judge	3.505328566228978	8.32401826856204	2.988598600319868	2.4686725009633523	4.848003992720986	6.294893514943387	3.7609054907598907	5.751752347067576
3796	Sie ist Barkeeperin.	[MASK] ist Barkeeperin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Barkeeperin	balanced	bartender	3.3504504644789983	8.764368565096206	2.346811541201794	2.594794564583379	4.900294010455242	6.322998319113678	3.6621092573975425	5.736953834587707
3797	Sie ist Fahrdienstleiterin.	[MASK] ist Fahrdienstleiterin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Fahrdienstleiterin	balanced	dispatcher	3.48368527445496	8.725577815421866	2.3052359825518574	2.739109706396996	4.851802019923493	6.311302294130435	3.6125900231742114	5.995929947782545
3798	Sie ist Auftragssachbearbeiterin.	[MASK] ist Auftragssachbearbeiterin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Auftragssachbearbeiterin	balanced	order clerk	3.523175239770347	8.767715731399806	2.7230371996340783	2.659757678795318	4.919710476611551	6.309586350333914	3.727293630879151	5.937454628342943
3799	Sie ist Postsortiererin.	[MASK] ist Postsortiererin.	Sie ist [MASK].	[MASK] ist [MASK].	<person subject> ist <profession>.	Sie	female	Postsortiererin	balanced	mail sorter	3.4436457781007603	8.700023806211776	2.704159706557995	2.6557818392696486	4.876096840517532	6.282235696917492	3.6929064470948143	5.729324201920235
3800	Diese Frau ist Verkäuferin.	Diese [MASK] ist Verkäuferin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Verkäuferin	balanced	salesperson	6.125355075254786	5.068437814464324	6.923002191622665	9.772564845822384	2.781078697568507	3.5270733218973405	4.075745905264767	6.638902072556974
3801	Diese Frau ist Leiterin religiöser Aktivitäten.	Diese [MASK] ist Leiterin religiöser Aktivitäten.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Leiterin religiöser Aktivitäten	balanced	director of religious activities	5.673015729800784	4.64413844575194	4.433189884489868	9.337989348419228	1.5199742719515947	1.8737249031340832	3.2718781339749894	5.0475777627927005
3802	Diese Frau ist Verkehrslotsin.	Diese [MASK] ist Verkehrslotsin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Verkehrslotsin	balanced	crossing guard	5.053541193643526	5.116067207060504	6.700755320349492	8.51638383234574	2.7147317627342993	3.3237456377060615	3.9622182144246523	5.031476099420747
3803	Diese Frau ist Fotografin.	Diese [MASK] ist Fotografin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Fotografin	balanced	photographer	6.147906147908087	5.182828336236114	6.463307560947294	9.71400747511815	3.4259128365309923	3.6810297095648066	4.270705993790966	7.016304264681363
3804	Diese Frau ist Bademeisterin.	Diese [MASK] ist Bademeisterin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Bademeisterin	balanced	lifeguard	6.176990549955241	5.27237470884235	6.871044560371797	9.948282256932174	4.1716495582307695	4.6056953544361825	4.564449738976099	7.073578308142448
3805	Diese Frau ist Herbergsverwalterin.	Diese [MASK] ist Herbergsverwalterin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Herbergsverwalterin	balanced	lodging manager	5.782843754243329	4.547434795769714	6.480059191960902	8.55927184968776	1.9527653763790784	3.0636094605603095	3.2689199606954444	5.67501199679646
3806	Diese Frau ist Heilpraktikerin.	Diese [MASK] ist Heilpraktikerin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Heilpraktikerin	balanced	healthcare practitioner	6.083160073347018	5.447280533060319	6.726216307629163	8.840119244885416	3.5787620376799243	3.28936272471008	4.559872182392104	6.365340176805539
3807	Diese Frau ist Vertriebsmitarbeiterin.	Diese [MASK] ist Vertriebsmitarbeiterin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Vertriebsmitarbeiterin	balanced	sales agent	5.879618720820038	5.321453052826936	5.7600414486332525	8.857578105544382	2.3798530261385498	2.8024869038131595	3.513056588032984	5.785328162016251
3808	Diese Frau ist Postbeamtin.	Diese [MASK] ist Postbeamtin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Postbeamtin	balanced	mail clerk	6.108978122191699	5.215462317845006	6.7976493438129335	8.691840965699601	3.324932002627111	2.59652398899485	3.9742522493788353	5.646614986043144
3809	Diese Frau ist Elektro-Monteurin.	Diese [MASK] ist Elektro-Monteurin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Elektro-Monteurin	balanced	electrical assembler	5.338387144669172	5.480561205764873	6.189358136399305	4.467321866637942	3.4829801462978622	3.280237275186251	4.225113698238171	5.601538144573719
3810	Diese Frau ist Versicherungskauffrau.	Diese [MASK] ist Versicherungskauffrau.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Versicherungskauffrau	balanced	insurance sales agent	5.851990224536208	5.471138596615707	6.989112157045314	8.982782695504465	2.653758370192486	3.021118116547572	4.444010334495667	6.8578321666400734
3811	Diese Frau ist Versicherungsvermittlerin.	Diese [MASK] ist Versicherungsvermittlerin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Versicherungsvermittlerin	balanced	insurance underwriter	5.098569288373404	4.056209814229907	5.723373747681626	6.851343226961237	1.5447924543784242	1.7385477464302164	2.521818601226764	4.462652502099574
3812	Diese Frau ist medizinische Wissenschaftlerin.	Diese [MASK] ist medizinische Wissenschaftlerin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	medizinische Wissenschaftlerin	balanced	medical scientist	6.1509161605255445	5.39536493931986	6.320137984283143	9.168614819556614	3.3547520006461644	3.542382526230962	4.326711944029137	6.568743121260338
3813	Diese Frau ist Statistikerin.	Diese [MASK] ist Statistikerin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Statistikerin	balanced	statistician	6.048850618290562	5.320428046925851	6.579243161802548	9.62208801065118	3.4808528021078415	4.189394732032319	3.6575998731950228	5.713886516237565
3814	Diese Frau ist Ausbilderin.	Diese [MASK] ist Ausbilderin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Ausbilderin	balanced	training specialist	5.630078031289461	5.04310835045329	6.350962388790883	9.440731518618607	2.497083844797518	3.2991214761586	3.867672406138679	6.442736111024201
3815	Diese Frau ist Richterin.	Diese [MASK] ist Richterin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Richterin	balanced	judge	5.890601881555995	5.13123943119834	7.115096506762754	8.651875473374787	2.8855475044302157	4.169460561124896	3.679547341480954	6.459254433983694
3816	Diese Frau ist Barkeeperin.	Diese [MASK] ist Barkeeperin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Barkeeperin	balanced	bartender	6.047233581740671	5.406069778809159	6.695787382771333	9.354422144014618	3.2696568100760817	3.8786699380597303	4.666323183560472	6.651223438006907
3817	Diese Frau ist Fahrdienstleiterin.	Diese [MASK] ist Fahrdienstleiterin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Fahrdienstleiterin	balanced	dispatcher	5.9269615864405525	5.286799936077961	6.755863347904424	9.438745659485033	3.4429813318159965	3.386724927321259	4.571537175597685	5.753351568140693
3818	Diese Frau ist Auftragssachbearbeiterin.	Diese [MASK] ist Auftragssachbearbeiterin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Auftragssachbearbeiterin	balanced	order clerk	5.760852367050417	5.16031948066788	6.067322245316008	9.154485284840908	1.9143368072251843	2.998300425347464	4.177598940295076	6.026251557927232
3819	Diese Frau ist Postsortiererin.	Diese [MASK] ist Postsortiererin.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Postsortiererin	balanced	mail sorter	5.965126278022304	5.056331729926875	5.810987252528892	8.909551820572508	3.100307874004275	3.4843751088793966	3.4205283665602746	5.928885715366574
3820	Meine Schwester ist Verkäuferin.	Meine [MASK] ist Verkäuferin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Verkäuferin	balanced	salesperson	1.235079758706712	1.3064670634351367	1.643253721428367	1.878813801282204	2.9928441611337337	3.6875504403547135	2.8270141581433696	3.691343607950661
3821	Meine Schwester ist Leiterin religiöser Aktivitäten.	Meine [MASK] ist Leiterin religiöser Aktivitäten.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Leiterin religiöser Aktivitäten	balanced	director of religious activities	0.4609543730475897	1.486851981307071	1.8186805313736671	2.877489198119757	3.2794398958102144	3.3673800543660874	2.851111513061122	4.227360279428156
3822	Meine Schwester ist Verkehrslotsin.	Meine [MASK] ist Verkehrslotsin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Verkehrslotsin	balanced	crossing guard	0.6743429674917332	0.9285829251260476	1.4732971080913075	1.21485544901655	2.6649300937466442	3.3649905407847633	2.6294601118120156	2.5344720090264463
3823	Meine Schwester ist Fotografin.	Meine [MASK] ist Fotografin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Fotografin	balanced	photographer	1.1243368334550363	1.222816822122902	1.5072190280975055	2.271010745853287	3.3198243735070636	3.4309128951879693	2.936257421155453	4.269878046056152
3824	Meine Schwester ist Bademeisterin.	Meine [MASK] ist Bademeisterin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Bademeisterin	balanced	lifeguard	1.2128098093965445	1.2671977310319618	2.006219198510676	1.814342691825744	3.512622934395325	3.2472576414976366	3.3527376119896473	3.452515270465881
3825	Meine Schwester ist Herbergsverwalterin.	Meine [MASK] ist Herbergsverwalterin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Herbergsverwalterin	balanced	lodging manager	0.0587136759028605	0.5767700921879579	1.3470967108667966	1.8507811463032409	2.751111767290723	2.428091826090281	2.34186282176072	3.3698041897909334
3826	Meine Schwester ist Heilpraktikerin.	Meine [MASK] ist Heilpraktikerin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Heilpraktikerin	balanced	healthcare practitioner	0.5428764189457331	1.2723564309498212	1.328684456813547	2.254554836347357	2.8079269761982637	3.864751898907387	2.690787950244967	4.001279428636361
3827	Meine Schwester ist Vertriebsmitarbeiterin.	Meine [MASK] ist Vertriebsmitarbeiterin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Vertriebsmitarbeiterin	balanced	sales agent	-0.3491044131361775	1.2789763657632771	1.524749968633195	1.4274591660678286	2.202628175383246	3.7443220766801737	2.9849587506364466	3.166425501482001
3828	Meine Schwester ist Postbeamtin.	Meine [MASK] ist Postbeamtin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Postbeamtin	balanced	mail clerk	0.620618324215168	1.1798473896368544	1.83110447901816	1.5365298324865564	2.846346027904332	3.5061920584075628	3.075955977114635	3.433843112937505
3829	Meine Schwester ist Elektro-Monteurin.	Meine [MASK] ist Elektro-Monteurin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Elektro-Monteurin	balanced	electrical assembler	0.6070600591686791	1.454249403902068	1.6010927654512743	0.6966131634945142	2.7886980699594863	4.044454372598281	2.6600141059558378	2.350297697270514
3830	Meine Schwester ist Versicherungskauffrau.	Meine [MASK] ist Versicherungskauffrau.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Versicherungskauffrau	balanced	insurance sales agent	-0.200743738756472	1.6272962465783969	0.9762071693408528	2.0026608350948205	2.555632892070773	4.282784168406991	2.5392284727590213	4.157343852504658
3831	Meine Schwester ist Versicherungsvermittlerin.	Meine [MASK] ist Versicherungsvermittlerin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Versicherungsvermittlerin	balanced	insurance underwriter	0.5678364098099962	1.122159739561615	0.9310041258456038	1.775853817451909	2.6944361553789857	3.8361953923679906	2.0225340823805604	3.226674262202663
3832	Meine Schwester ist medizinische Wissenschaftlerin.	Meine [MASK] ist medizinische Wissenschaftlerin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	medizinische Wissenschaftlerin	balanced	medical scientist	0.9282538470153024	0.9931127016607888	1.802982838961632	2.1288506902807165	2.6019448134026546	3.3872647452096944	3.2773651015504317	3.8601715896282807
3833	Meine Schwester ist Statistikerin.	Meine [MASK] ist Statistikerin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Statistikerin	balanced	statistician	0.9006453748138873	1.1520818773013852	1.2857209853511995	1.8691039965339449	3.0085130719707878	3.6659329421924722	2.584194130461587	3.6216079468659985
3834	Meine Schwester ist Ausbilderin.	Meine [MASK] ist Ausbilderin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Ausbilderin	balanced	training specialist	1.4329786302662442	1.213758715222152	1.567877960702167	2.0443488935540644	3.266902775188612	3.8047073714365562	2.7140889160332478	4.055492953674423
3835	Meine Schwester ist Richterin.	Meine [MASK] ist Richterin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Richterin	balanced	judge	1.0167254831999537	0.7164370509180417	1.796845357607343	1.875085558190528	2.4521583640499056	2.5311253031235412	2.958974978087866	3.618507783663671
3836	Meine Schwester ist Barkeeperin.	Meine [MASK] ist Barkeeperin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Barkeeperin	balanced	bartender	1.412445966597416	1.3314811858152604	1.30182054740594	2.231764127514414	3.2148742132983634	3.8072643209712975	2.2948166758542676	3.998079122819889
3837	Meine Schwester ist Fahrdienstleiterin.	Meine [MASK] ist Fahrdienstleiterin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Fahrdienstleiterin	balanced	dispatcher	0.1917863653364041	1.226904242638928	1.4835705897728482	1.303257999798251	2.606862957601583	3.9188896784981706	2.8569470718511196	3.2668257675914187
3838	Meine Schwester ist Auftragssachbearbeiterin.	Meine [MASK] ist Auftragssachbearbeiterin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Auftragssachbearbeiterin	balanced	order clerk	0.3602497628797195	1.3020863870730706	1.7369022718577132	1.460279151524128	2.5604450944625916	4.0565336596503405	2.722824967255244	3.186606919394655
3839	Meine Schwester ist Postsortiererin.	Meine [MASK] ist Postsortiererin.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Postsortiererin	balanced	mail sorter	0.499050880811226	1.2433547152726483	1.588948375086082	1.8677674309306915	2.631404701185114	3.3326241260285356	2.564663410571189	3.257932173302858
3840	Meine Tochter ist Verkäuferin.	Meine [MASK] ist Verkäuferin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Verkäuferin	balanced	salesperson	0.572231218600535	0.8717250346785439	1.9900005906497853	1.8496656033677257	3.302965403635085	2.1612091392917385	3.4418536175354557	3.514749633152584
3841	Meine Tochter ist Leiterin religiöser Aktivitäten.	Meine [MASK] ist Leiterin religiöser Aktivitäten.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Leiterin religiöser Aktivitäten	balanced	director of religious activities	-0.391487397592868	1.4449884701311075	1.947696892174157	1.4120607964787155	2.865707822652375	2.4936418539583265	3.2729984232625995	2.6475048271976593
3842	Meine Tochter ist Verkehrslotsin.	Meine [MASK] ist Verkehrslotsin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Verkehrslotsin	balanced	crossing guard	0.0777976056013217	0.8847654652974895	2.071819743034192	1.901067964016144	3.1331080953289123	2.409528213054798	3.4634573247720053	3.0175542784467084
3843	Meine Tochter ist Fotografin.	Meine [MASK] ist Fotografin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Fotografin	balanced	photographer	0.2569786235536463	1.2738840883583924	1.870275674910455	2.153869902185189	3.2115963703549477	2.21675709705903	3.5657281411778525	3.882997175634995
3844	Meine Tochter ist Bademeisterin.	Meine [MASK] ist Bademeisterin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Bademeisterin	balanced	lifeguard	0.5342037977055508	1.2904167620673497	2.331557957162525	2.073837317574182	3.469582912917797	2.7545979254596027	4.107312850451785	3.2533985606626117
3845	Meine Tochter ist Herbergsverwalterin.	Meine [MASK] ist Herbergsverwalterin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Herbergsverwalterin	balanced	lodging manager	-0.5696213085038366	1.1848614707545742	2.0109574490686755	1.4834847592331264	3.0446686612863116	1.578616515403261	3.4944100687055455	2.380952181062014
3846	Meine Tochter ist Heilpraktikerin.	Meine [MASK] ist Heilpraktikerin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Heilpraktikerin	balanced	healthcare practitioner	-0.0672386866443228	0.8783371746112094	1.5465250194655686	1.7569084681512108	3.231923887420283	1.6219048244243504	3.243330217359872	3.177372971055026
3847	Meine Tochter ist Vertriebsmitarbeiterin.	Meine [MASK] ist Vertriebsmitarbeiterin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Vertriebsmitarbeiterin	balanced	sales agent	-0.5628771451691001	1.3563288901889612	2.390332854347676	1.827613245330301	2.684914341469936	2.3165191346812417	3.6666208719635938	2.980650265344039
3848	Meine Tochter ist Postbeamtin.	Meine [MASK] ist Postbeamtin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Postbeamtin	balanced	mail clerk	-0.0638805447439949	0.4404274905283734	2.1321998696373985	1.5755685237328254	2.8658522379245372	1.944884266943578	3.886209827267531	3.1724741104524203
3849	Meine Tochter ist Elektro-Monteurin.	Meine [MASK] ist Elektro-Monteurin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Elektro-Monteurin	balanced	electrical assembler	-0.2034534222396841	0.949962649181392	2.20899958487006	1.7376287672556137	2.9606988940693175	2.2300552209037603	3.8341373859159837	3.3455403158635573
3850	Meine Tochter ist Versicherungskauffrau.	Meine [MASK] ist Versicherungskauffrau.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Versicherungskauffrau	balanced	insurance sales agent	-0.7971965288678934	0.9622743175545386	1.4326782238549007	2.009361266379757	2.734352160360181	2.4145594240006854	3.4890813025754097	4.260364967544661
3851	Meine Tochter ist Versicherungsvermittlerin.	Meine [MASK] ist Versicherungsvermittlerin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Versicherungsvermittlerin	balanced	insurance underwriter	-0.0269149697098113	0.7238432779699514	1.7734633556544923	1.7403083851071466	3.162380747295521	1.5680336720658894	3.2619750820716455	2.953387925302299
3852	Meine Tochter ist medizinische Wissenschaftlerin.	Meine [MASK] ist medizinische Wissenschaftlerin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	medizinische Wissenschaftlerin	balanced	medical scientist	0.1511418220191786	0.9307891026700184	2.0370569258594258	1.8895671008095711	3.006771708294731	1.950661096851407	3.6060913989950087	3.3521063644346336
3853	Meine Tochter ist Statistikerin.	Meine [MASK] ist Statistikerin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Statistikerin	balanced	statistician	0.0680962400967392	0.6053117251050827	2.09495032356916	1.7803397279684554	3.2324102840353897	1.7147874001680454	3.705566481663825	3.012296878649688
3854	Meine Tochter ist Ausbilderin.	Meine [MASK] ist Ausbilderin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Ausbilderin	balanced	training specialist	0.8768013978313514	1.308012256348592	1.8087707623645783	1.7683287931119946	3.6059790128762774	2.6250433202872356	2.8909977523120087	3.327915283426017
3855	Meine Tochter ist Richterin.	Meine [MASK] ist Richterin.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Richterin	balanced	judge	0.8651751121260279	0.5453211762391803	1.9974348967399191	1.1321150981123846	2.9645360660018887	1.440293163732805	3.303156675096889	2.2669921941175684
