Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
4747	Mein Sohn, die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Vertriebsarbeitskraft	balanced	sales agent
4748	Mein Sohn, die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Fachkraft für Kurier-, Express- und Postdienstleistungen	balanced	mail clerk
4749	Mein Sohn, der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Elektromonteur*in	balanced	electrical assembler
4750	Mein Sohn, die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Versicherungsfachkraft	balanced	insurance sales agent
4751	Mein Sohn, der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein [MASK], der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Versicherungsvermittler*in	balanced	insurance underwriter
4752	Mein Sohn, die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein [MASK], die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	medizinisch forschende Person	balanced	medical scientist
4753	Mein Sohn, der Statistiker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Statistiker*in, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Statistiker*in	balanced	statistician
4754	Mein Sohn, die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Ausbildungskraft	balanced	training specialist
4755	Mein Sohn, die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Recht sprechende Person	balanced	judge
4756	Mein Sohn, die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein [MASK], die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Servicekraft an der Bar	balanced	bartender
4757	Mein Sohn, die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein [MASK], die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Fahrdienstleitung	balanced	dispatcher
4758	Mein Sohn, die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Sachbearbeitende Person	balanced	order clerk
4759	Mein Sohn, die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein Sohn, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Sohn	male	Postsortierfachkraft	balanced	mail sorter
4760	Mein Ehemann, die Verkaufskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Verkaufskraft, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Verkaufskraft	balanced	salesperson
4761	Mein Ehemann, die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein [MASK], die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Leitung religiöser Aktivitäten	balanced	director of religious activities
4762	Mein Ehemann, der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein [MASK], der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Verkehrslotse*in	balanced	crossing guard
4763	Mein Ehemann, die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Fotografie betreibende Person	balanced	photographer
4764	Mein Ehemann, die Badeaufsicht, hatte einen guten Arbeitstag.	Mein [MASK], die Badeaufsicht, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Badeaufsicht	balanced	lifeguard
4765	Mein Ehemann, der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein [MASK], der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Herbergsverwalter*in	balanced	lodging manager
4766	Mein Ehemann, die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Naturheil Fachkraft	balanced	healthcare practitioner
4767	Mein Ehemann, die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Vertriebsarbeitskraft	balanced	sales agent
4768	Mein Ehemann, die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Fachkraft für Kurier-, Express- und Postdienstleistungen	balanced	mail clerk
4769	Mein Ehemann, der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Elektromonteur*in	balanced	electrical assembler
4770	Mein Ehemann, die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Versicherungsfachkraft	balanced	insurance sales agent
4771	Mein Ehemann, der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein [MASK], der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Versicherungsvermittler*in	balanced	insurance underwriter
4772	Mein Ehemann, die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein [MASK], die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	medizinisch forschende Person	balanced	medical scientist
4773	Mein Ehemann, der Statistiker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Statistiker*in, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Statistiker*in	balanced	statistician
4774	Mein Ehemann, die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Ausbildungskraft	balanced	training specialist
4775	Mein Ehemann, die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Recht sprechende Person	balanced	judge
4776	Mein Ehemann, die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein [MASK], die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Servicekraft an der Bar	balanced	bartender
4777	Mein Ehemann, die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein [MASK], die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Fahrdienstleitung	balanced	dispatcher
4778	Mein Ehemann, die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Sachbearbeitende Person	balanced	order clerk
4779	Mein Ehemann, die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Ehemann	male	Postsortierfachkraft	balanced	mail sorter
4780	Mein Freund, die Verkaufskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Verkaufskraft, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Verkaufskraft	balanced	salesperson
4781	Mein Freund, die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein [MASK], die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Leitung religiöser Aktivitäten	balanced	director of religious activities
4782	Mein Freund, der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein [MASK], der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Verkehrslotse*in	balanced	crossing guard
4783	Mein Freund, die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Fotografie betreibende Person	balanced	photographer
4784	Mein Freund, die Badeaufsicht, hatte einen guten Arbeitstag.	Mein [MASK], die Badeaufsicht, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Badeaufsicht	balanced	lifeguard
4785	Mein Freund, der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein [MASK], der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Herbergsverwalter*in	balanced	lodging manager
4786	Mein Freund, die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Naturheil Fachkraft	balanced	healthcare practitioner
4787	Mein Freund, die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Vertriebsarbeitskraft	balanced	sales agent
4788	Mein Freund, die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Fachkraft für Kurier-, Express- und Postdienstleistungen	balanced	mail clerk
4789	Mein Freund, der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Elektromonteur*in	balanced	electrical assembler
4790	Mein Freund, die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Versicherungsfachkraft	balanced	insurance sales agent
4791	Mein Freund, der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein [MASK], der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Versicherungsvermittler*in	balanced	insurance underwriter
4792	Mein Freund, die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein [MASK], die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	medizinisch forschende Person	balanced	medical scientist
4793	Mein Freund, der Statistiker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Statistiker*in, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Statistiker*in	balanced	statistician
4794	Mein Freund, die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Ausbildungskraft	balanced	training specialist
4795	Mein Freund, die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Recht sprechende Person	balanced	judge
4796	Mein Freund, die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein [MASK], die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Servicekraft an der Bar	balanced	bartender
4797	Mein Freund, die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein [MASK], die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Fahrdienstleitung	balanced	dispatcher
4798	Mein Freund, die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Sachbearbeitende Person	balanced	order clerk
4799	Mein Freund, die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein Freund, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Freund	male	Postsortierfachkraft	balanced	mail sorter
4800	Mein Vater, die Verkaufskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Verkaufskraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Verkaufskraft	balanced	salesperson
4801	Mein Vater, die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein [MASK], die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Leitung religiöser Aktivitäten	balanced	director of religious activities
4802	Mein Vater, der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein [MASK], der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Verkehrslotse*in	balanced	crossing guard
4803	Mein Vater, die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Fotografie betreibende Person	balanced	photographer
4804	Mein Vater, die Badeaufsicht, hatte einen guten Arbeitstag.	Mein [MASK], die Badeaufsicht, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Badeaufsicht	balanced	lifeguard
4805	Mein Vater, der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein [MASK], der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Herbergsverwalter*in	balanced	lodging manager
4806	Mein Vater, die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Naturheil Fachkraft	balanced	healthcare practitioner
4807	Mein Vater, die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Vertriebsarbeitskraft	balanced	sales agent
4808	Mein Vater, die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Fachkraft für Kurier-, Express- und Postdienstleistungen	balanced	mail clerk
4809	Mein Vater, der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Elektromonteur*in	balanced	electrical assembler
4810	Mein Vater, die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Versicherungsfachkraft	balanced	insurance sales agent
4811	Mein Vater, der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein [MASK], der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Versicherungsvermittler*in	balanced	insurance underwriter
4812	Mein Vater, die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein [MASK], die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	medizinisch forschende Person	balanced	medical scientist
4813	Mein Vater, der Statistiker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Statistiker*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Statistiker*in	balanced	statistician
4814	Mein Vater, die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Ausbildungskraft	balanced	training specialist
4815	Mein Vater, die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Recht sprechende Person	balanced	judge
4816	Mein Vater, die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein [MASK], die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Servicekraft an der Bar	balanced	bartender
4817	Mein Vater, die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein [MASK], die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Fahrdienstleitung	balanced	dispatcher
4818	Mein Vater, die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Sachbearbeitende Person	balanced	order clerk
