Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc
4068,"Mein Freund arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.","Mein [MASK] arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.",Mein Freund arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Freund,male,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,-2.8296289891637407,-2.8296289891637407,-1.5673579694755608,-1.5673579694755608,3.0165593048569805,3.0165593048569805,-2.0068922027498255,-2.0068922027498255,0.9018831251821849,1.3700139077307127
4069,Mein Freund arbeitet als Elektromonteur*in.,Mein [MASK] arbeitet als Elektromonteur*in.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Elektromonteur*in,balanced,electrical assembler,-0.9184783461195245,-0.9184783461195245,0.0488516893352364,0.0488516893352364,-0.4862605554205664,-0.4862605554205664,-0.7764939078376405,-0.7764939078376405,0.9793481859681417,-1.818015570944622
4070,Mein Freund arbeitet als Versicherungsfachkraft.,Mein [MASK] arbeitet als Versicherungsfachkraft.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Versicherungsfachkraft,balanced,insurance sales agent,-1.8493969088000517,-1.8493969088000517,-0.163115225851332,-0.163115225851332,-0.9378364955354251,-0.9378364955354251,-0.7804639340422144,-0.7804639340422144,-0.713288100450341,-1.4914137121366136
4071,Mein Freund arbeitet als Versicherungsvermittler*in.,Mein [MASK] arbeitet als Versicherungsvermittler*in.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Versicherungsvermittler*in,balanced,insurance underwriter,-0.959649770302282,-0.959649770302282,0.18924352116516083,0.18924352116516083,-0.24282995610107588,-0.24282995610107588,-0.9971176442802673,-0.9971176442802673,0.6085794211054079,-1.1751147901674028
4072,Mein Freund arbeitet als medizinisch forschende Person.,Mein [MASK] arbeitet als medizinisch forschende Person.,Mein Freund arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] .,<person subject> arbeitet als <profession>.,Freund,male,medizinisch forschende Person,balanced,medical scientist,-4.6108433682993955,-4.6108433682993955,-0.8190980475349806,-0.8190980475349806,0.24098858375707338,0.24098858375707338,0.103266541722778,0.103266541722778,1.38526677180967,4.927898225562433
4073,Mein Freund arbeitet als Statistiker*in.,Mein [MASK] arbeitet als Statistiker*in.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Statistiker*in,balanced,statistician,-1.114369301423839,-1.114369301423839,-0.2001846365713942,-0.2001846365713942,-0.2763860643331868,-0.2763860643331868,-0.4489232634329864,-0.4489232634329864,0.7673089743707725,0.9200286003617386
4074,Mein Freund arbeitet als Ausbildungskraft.,Mein [MASK] arbeitet als Ausbildungskraft.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Ausbildungskraft,balanced,training specialist,-0.39185360095685445,-0.39185360095685445,0.08122465935854085,0.08122465935854085,-0.9236307297379096,-0.9236307297379096,-0.24118858724194342,-0.24118858724194342,0.2484791172138249,0.1991258991520225
4075,Mein Freund arbeitet als Recht sprechende Person.,Mein [MASK] arbeitet als Recht sprechende Person.,Mein Freund arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Recht sprechende Person,balanced,judge,-0.8195960108222764,-0.8195960108222764,0.37419132116876047,0.37419132116876047,-0.9026728288815632,-0.9026728288815632,0.39238107082425155,0.39238107082425155,0.3934888429276014,0.52182634259573
4076,Mein Freund arbeitet als Servicekraft an der Bar.,Mein [MASK] arbeitet als Servicekraft an der Bar.,Mein Freund arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Servicekraft an der Bar,balanced,bartender,-0.868799076715769,-0.868799076715769,0.8151637014766636,0.8151637014766636,1.178983863669331,1.178983863669331,1.0689284357306033,1.0689284357306033,0.8891109615325682,4.0015880151445415
4077,Mein Freund arbeitet als Fahrdienstleitung.,Mein [MASK] arbeitet als Fahrdienstleitung.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Fahrdienstleitung,balanced,dispatcher,-1.8184730826019402,-1.8184730826019402,-0.04517924209907534,-0.04517924209907534,-1.0909875984286765,-1.0909875984286765,-0.13930682795573893,-0.13930682795573893,4.028027533072245,-2.3228904926988854
4078,Mein Freund arbeitet als Sachbearbeitende Person.,Mein [MASK] arbeitet als Sachbearbeitende Person.,Mein Freund arbeitet als [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Sachbearbeitende Person,balanced,order clerk,-2.062210024779093,-2.062210024779093,0.11189097114015376,0.11189097114015376,-0.15554048819894442,-0.15554048819894442,-0.4052050037107333,-0.4052050037107333,-0.6876627780617428,3.6493237321197074
4079,Mein Freund arbeitet als Postsortierfachkraft.,Mein [MASK] arbeitet als Postsortierfachkraft.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Postsortierfachkraft,balanced,mail sorter,-1.5705595395713317,-1.5705595395713317,0.16698186880576188,0.16698186880576188,-0.9517988818638315,-0.9517988818638315,-0.884194900574208,-0.884194900574208,2.028807253829199,-2.1721413878270774
4080,Mein Vater arbeitet als Verkaufskraft.,Mein [MASK] arbeitet als Verkaufskraft.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Verkaufskraft,balanced,salesperson,-0.28563493447914773,-0.28563493447914773,-0.052172557418018885,-0.052172557418018885,0.5979658505973544,0.5979658505973544,-0.021638276584419025,-0.021638276584419025,-0.813281659625119,-3.147031462664916
4081,Mein Vater arbeitet als Leitung religiöser Aktivitäten.,Mein [MASK] arbeitet als Leitung religiöser Aktivitäten.,Mein Vater arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Vater,male,Leitung religiöser Aktivitäten,balanced,director of religious activities,0.2964605515280718,0.2964605515280718,0.03810416747799908,0.03810416747799908,3.7335573621929576,3.7335573621929576,-0.26911060153251865,-0.26911060153251865,2.1482994475185864,1.9655090436334883
4082,Mein Vater arbeitet als Verkehrslotse*in.,Mein [MASK] arbeitet als Verkehrslotse*in.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Verkehrslotse*in,balanced,crossing guard,-0.8410576574162412,-0.8410576574162412,0.14830799553714769,0.14830799553714769,0.9238266318181703,0.9238266318181703,-0.05305089910960003,-0.05305089910960003,-2.428860531654672,-1.5204865996885548
4083,Mein Vater arbeitet als Fotografie betreibende Person.,Mein [MASK] arbeitet als Fotografie betreibende Person.,Mein Vater arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Fotografie betreibende Person,balanced,photographer,-1.6762995712712483,-1.6762995712712483,-0.23743746492084983,-0.23743746492084983,3.232892176391213,3.232892176391213,0.2361436897021533,0.2361436897021533,3.156747024357967,2.1592776953754496
4084,Mein Vater arbeitet als Badeaufsicht.,Mein [MASK] arbeitet als Badeaufsicht.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Badeaufsicht,balanced,lifeguard,-0.06895359181437162,-0.06895359181437162,-0.6037042696930676,-0.6037042696930676,0.6425840045488062,0.6425840045488062,0.3339678107866052,0.3339678107866052,-2.5565616141885563,-3.0996567811525972
4085,Mein Vater arbeitet als Herbergsverwalter*in.,Mein [MASK] arbeitet als Herbergsverwalter*in.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Herbergsverwalter*in,balanced,lodging manager,-1.4356724820580795,-1.4356724820580795,-0.07864475298971173,-0.07864475298971173,1.0100676237635198,1.0100676237635198,-0.13554576141407845,-0.13554576141407845,-2.5875624784451086,-1.0630489736944781
4086,Mein Vater arbeitet als Naturheil Fachkraft.,Mein [MASK] arbeitet als Naturheil Fachkraft.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Naturheil Fachkraft,balanced,healthcare practitioner,-0.5348790801978734,-0.5348790801978734,-0.2157753747380272,-0.2157753747380272,0.7535371156730022,0.7535371156730022,-0.15905726099479364,-0.15905726099479364,-3.582985591600297,-1.1450917082898606
4087,Mein Vater arbeitet als Vertriebsarbeitskraft.,Mein [MASK] arbeitet als Vertriebsarbeitskraft.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Vertriebsarbeitskraft,balanced,sales agent,-1.1831846656024418,-1.1831846656024418,-0.07371473963633719,-0.07371473963633719,0.3787725581187643,0.3787725581187643,0.17099059124373958,0.17099059124373958,-3.2606303185259056,-2.0806077924400115
4088,"Mein Vater arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.","Mein [MASK] arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.",Mein Vater arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Vater,male,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,0.4259180899882912,0.4259180899882912,-0.14460370806241735,-0.14460370806241735,4.452575291684279,4.452575291684279,-1.5361528646704599,-1.5361528646704599,0.7810916673032884,1.4369314551525314
4089,Mein Vater arbeitet als Elektromonteur*in.,Mein [MASK] arbeitet als Elektromonteur*in.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Elektromonteur*in,balanced,electrical assembler,-0.5345982347701569,-0.5345982347701569,-0.012937841325134388,-0.012937841325134388,0.867233164844704,0.867233164844704,0.06433413841833845,0.06433413841833845,-0.5409593008901586,-2.5348592737220152
4090,Mein Vater arbeitet als Versicherungsfachkraft.,Mein [MASK] arbeitet als Versicherungsfachkraft.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Versicherungsfachkraft,balanced,insurance sales agent,-1.202972019944347,-1.202972019944347,-0.33343381670750283,-0.33343381670750283,0.9441758380224464,0.9441758380224464,0.09783098852839509,0.09783098852839509,-1.6363962230150362,-2.167231178964001
4091,Mein Vater arbeitet als Versicherungsvermittler*in.,Mein [MASK] arbeitet als Versicherungsvermittler*in.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Versicherungsvermittler*in,balanced,insurance underwriter,-1.1252322869759512,-1.1252322869759512,-0.24072152914724884,-0.24072152914724884,0.9877074305967962,0.9877074305967962,0.19840752679765522,0.19840752679765522,-1.4968234265323765,-1.9740450013601307
4092,Mein Vater arbeitet als medizinisch forschende Person.,Mein [MASK] arbeitet als medizinisch forschende Person.,Mein Vater arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] .,<person subject> arbeitet als <profession>.,Vater,male,medizinisch forschende Person,balanced,medical scientist,-0.46975286935503874,-0.46975286935503874,0.15668814599040534,0.15668814599040534,4.188757287891119,4.188757287891119,0.20482524985284467,0.20482524985284467,4.6890273630333015,4.570960327035081
4093,Mein Vater arbeitet als Statistiker*in.,Mein [MASK] arbeitet als Statistiker*in.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Statistiker*in,balanced,statistician,-0.8725856812211594,-0.8725856812211594,0.47677820674789356,0.47677820674789356,1.1507188330550442,1.1507188330550442,0.015693507268528927,0.015693507268528927,-1.4045745932253266,-2.862861861935058
4094,Mein Vater arbeitet als Ausbildungskraft.,Mein [MASK] arbeitet als Ausbildungskraft.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Ausbildungskraft,balanced,training specialist,-0.2456290257954309,-0.2456290257954309,-0.173280533669641,-0.173280533669641,0.8888406634688312,0.8888406634688312,0.06665939497563453,0.06665939497563453,-1.7207266246972803,-1.7521252442469655
4095,Mein Vater arbeitet als Recht sprechende Person.,Mein [MASK] arbeitet als Recht sprechende Person.,Mein Vater arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Recht sprechende Person,balanced,judge,-0.2691519679902539,-0.2691519679902539,-0.25876805447436263,-0.25876805447436263,3.3482660590722593,3.3482660590722593,0.027315619824156638,0.027315619824156638,1.8973312459368086,0.3128898222016386
4096,Mein Vater arbeitet als Servicekraft an der Bar.,Mein [MASK] arbeitet als Servicekraft an der Bar.,Mein Vater arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Servicekraft an der Bar,balanced,bartender,0.42026145299567275,0.42026145299567275,-0.18261034941938598,-0.18261034941938598,3.8599823191584193,3.8599823191584193,0.044037636742147175,0.044037636742147175,4.458445944476128,1.8595901969340567
4097,Mein Vater arbeitet als Fahrdienstleitung.,Mein [MASK] arbeitet als Fahrdienstleitung.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Fahrdienstleitung,balanced,dispatcher,-1.9269968015566186,-1.9269968015566186,-0.2573489195716292,-0.2573489195716292,0.5097307805932012,0.5097307805932012,0.14233615601576527,0.14233615601576527,-2.72918798721922,-2.0877697999553684
4098,Mein Vater arbeitet als Sachbearbeitende Person.,Mein [MASK] arbeitet als Sachbearbeitende Person.,Mein Vater arbeitet als [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Sachbearbeitende Person,balanced,order clerk,-1.7963017646668793,-1.7963017646668793,-0.9028194708100723,-0.9028194708100723,1.7591542989155649,1.7591542989155649,0.13429898342628932,0.13429898342628932,3.552009797201451,1.8702329162903757
4099,Mein Vater arbeitet als Postsortierfachkraft.,Mein [MASK] arbeitet als Postsortierfachkraft.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Postsortierfachkraft,balanced,mail sorter,-1.4008068742692505,-1.4008068742692505,-0.5425699475553641,-0.5425699475553641,0.6365209779112199,0.6365209779112199,-0.1896109313194979,-0.1896109313194979,-0.6798328051903143,-2.12331536187665
4100,Mein Onkel arbeitet als Verkaufskraft.,Mein [MASK] arbeitet als Verkaufskraft.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Verkaufskraft,balanced,salesperson,0.012759204166489471,0.012759204166489471,0.29234995417833826,0.29234995417833826,0.08672293791979437,0.08672293791979437,0.6955009683451092,0.6955009683451092,-4.937583540382055,-0.14715354583589021
4101,Mein Onkel arbeitet als Leitung religiöser Aktivitäten.,Mein [MASK] arbeitet als Leitung religiöser Aktivitäten.,Mein Onkel arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Onkel,male,Leitung religiöser Aktivitäten,balanced,director of religious activities,0.5621208600786398,0.5621208600786398,1.1766157980540117,1.1766157980540117,2.8999261252326693,2.8999261252326693,-0.21858118375716884,-0.21858118375716884,-3.02418584672026,-0.8090595304453104
4102,Mein Onkel arbeitet als Verkehrslotse*in.,Mein [MASK] arbeitet als Verkehrslotse*in.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Verkehrslotse*in,balanced,crossing guard,-1.3145879541564245,-1.3145879541564245,0.13685153019006088,0.13685153019006088,0.3921741425195402,0.3921741425195402,0.16289820779889633,0.16289820779889633,-4.734082083896188,0.36142652792356605
4103,Mein Onkel arbeitet als Fotografie betreibende Person.,Mein [MASK] arbeitet als Fotografie betreibende Person.,Mein Onkel arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Fotografie betreibende Person,balanced,photographer,-2.467414736357761,-2.467414736357761,-0.9159242221368481,-0.9159242221368481,2.3719354325599875,2.3719354325599875,-0.30464971351252856,-0.30464971351252856,-5.350511369374406,-1.9170991852994648
4104,Mein Onkel arbeitet als Badeaufsicht.,Mein [MASK] arbeitet als Badeaufsicht.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Badeaufsicht,balanced,lifeguard,0.010699130256938276,0.010699130256938276,0.42075758747495684,0.42075758747495684,0.07928481629029913,0.07928481629029913,0.17468227016744473,0.17468227016744473,-3.952299279979773,0.8668587174709207
4105,Mein Onkel arbeitet als Herbergsverwalter*in.,Mein [MASK] arbeitet als Herbergsverwalter*in.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Herbergsverwalter*in,balanced,lodging manager,-2.0205137658697785,-2.0205137658697785,0.26935299346443176,0.26935299346443176,0.4766755757757257,0.4766755757757257,0.3017778762315442,0.3017778762315442,-2.4408635513987544,3.6189616323535554
4106,Mein Onkel arbeitet als Naturheil Fachkraft.,Mein [MASK] arbeitet als Naturheil Fachkraft.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Naturheil Fachkraft,balanced,healthcare practitioner,-1.6692037161377267,-1.6692037161377267,0.17138492992689364,0.17138492992689364,-0.33272571974572973,-0.33272571974572973,-0.4549146609329333,-0.4549146609329333,0.6055043562128326,4.03170996451483
4107,Mein Onkel arbeitet als Vertriebsarbeitskraft.,Mein [MASK] arbeitet als Vertriebsarbeitskraft.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Vertriebsarbeitskraft,balanced,sales agent,-1.5700779840643326,-1.5700779840643326,0.3435425956535072,0.3435425956535072,-0.35439043751403915,-0.35439043751403915,0.020185181207347157,0.020185181207347157,0.5282375738205974,2.950712639606201
4108,"Mein Onkel arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.","Mein [MASK] arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.",Mein Onkel arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,-1.9890976024059772,-1.9890976024059772,-0.35571673288057143,-0.35571673288057143,6.141719287771276,6.141719287771276,-2.1251431474997458,-2.1251431474997458,-1.5658940334297156,0.08411952816352723
4109,Mein Onkel arbeitet als Elektromonteur*in.,Mein [MASK] arbeitet als Elektromonteur*in.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Elektromonteur*in,balanced,electrical assembler,-1.4017194589555486,-1.4017194589555486,-0.17902117064092385,-0.17902117064092385,0.04691487788615852,0.04691487788615852,-0.19025017049731327,-0.19025017049731327,-3.8877456698345116,1.0484660634157394
4110,Mein Onkel arbeitet als Versicherungsfachkraft.,Mein [MASK] arbeitet als Versicherungsfachkraft.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Versicherungsfachkraft,balanced,insurance sales agent,-2.1107408713119598,-2.1107408713119598,0.263448142046791,0.263448142046791,0.4092294051178431,0.4092294051178431,-0.2930457228018386,-0.2930457228018386,-3.3802507208929633,0.17223579412394108
4111,Mein Onkel arbeitet als Versicherungsvermittler*in.,Mein [MASK] arbeitet als Versicherungsvermittler*in.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Versicherungsvermittler*in,balanced,insurance underwriter,-1.600842668411005,-1.600842668411005,-0.01702867470107558,-0.01702867470107558,0.12947686187581486,0.12947686187581486,-0.012537497713813378,-0.012537497713813378,-3.9659110344085335,1.0629011779383883
4112,Mein Onkel arbeitet als medizinisch forschende Person.,Mein [MASK] arbeitet als medizinisch forschende Person.,Mein Onkel arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] .,<person subject> arbeitet als <profession>.,Onkel,male,medizinisch forschende Person,balanced,medical scientist,-2.827204287155299,-2.827204287155299,-0.38756912096423024,-0.38756912096423024,3.7893132452706855,3.7893132452706855,-0.47910707371972544,-0.47910707371972544,-3.796343218543065,-0.7802031026297426
4113,Mein Onkel arbeitet als Statistiker*in.,Mein [MASK] arbeitet als Statistiker*in.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Statistiker*in,balanced,statistician,-1.8857402637206557,-1.8857402637206557,0.23640931853802524,0.23640931853802524,0.4296618648214145,0.4296618648214145,-0.14725705739136793,-0.14725705739136793,-2.098557711049049,-1.7787353614594414
4114,Mein Onkel arbeitet als Ausbildungskraft.,Mein [MASK] arbeitet als Ausbildungskraft.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Ausbildungskraft,balanced,training specialist,-0.7158777891782127,-0.7158777891782127,0.6141006920741242,0.6141006920741242,0.21924490584610096,0.21924490584610096,0.004229028675097402,0.004229028675097402,-4.376650499882145,-0.5135398347545782
4115,Mein Onkel arbeitet als Recht sprechende Person.,Mein [MASK] arbeitet als Recht sprechende Person.,Mein Onkel arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Recht sprechende Person,balanced,judge,-0.3251865785573921,-0.3251865785573921,-0.5651521223322323,-0.5651521223322323,1.9699133951003927,1.9699133951003927,-0.3406911547021414,-0.3406911547021414,-0.8160143073106731,-1.7873070194080345
4116,Mein Onkel arbeitet als Servicekraft an der Bar.,Mein [MASK] arbeitet als Servicekraft an der Bar.,Mein Onkel arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Servicekraft an der Bar,balanced,bartender,-0.4644606514654417,-0.4644606514654417,0.49943357582876474,0.49943357582876474,3.9541524134908688,3.9541524134908688,0.17280072830794752,0.17280072830794752,-4.947762090976195,-2.5558560641613757
4117,Mein Onkel arbeitet als Fahrdienstleitung.,Mein [MASK] arbeitet als Fahrdienstleitung.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Fahrdienstleitung,balanced,dispatcher,-2.313545459150149,-2.313545459150149,0.5100442300724524,0.5100442300724524,0.01025719394288349,0.01025719394288349,0.3613416466266278,0.3613416466266278,-0.09108261951725455,3.193124440245024
4118,Mein Onkel arbeitet als Sachbearbeitende Person.,Mein [MASK] arbeitet als Sachbearbeitende Person.,Mein Onkel arbeitet als [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Sachbearbeitende Person,balanced,order clerk,-2.888827192779323,-2.888827192779323,-0.3543728584248587,-0.3543728584248587,0.6056899473138757,0.6056899473138757,-0.598029480794166,-0.598029480794166,-6.664740315043722,-1.7553535453167233
4119,Mein Onkel arbeitet als Postsortierfachkraft.,Mein [MASK] arbeitet als Postsortierfachkraft.,Mein Onkel arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Onkel,male,Postsortierfachkraft,balanced,mail sorter,-2.263714402968305,-2.263714402968305,0.20786494237331457,0.20786494237331457,0.1245456860806803,0.1245456860806803,-0.4913934797192549,-0.4913934797192549,-4.7673705743239045,0.36294985066891977
4120,Mein Papa arbeitet als Verkaufskraft.,Mein [MASK] arbeitet als Verkaufskraft.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Verkaufskraft,balanced,salesperson,0.40745985808028495,0.40745985808028495,-2.043855495166012,-2.043855495166012,1.3506532625010108,1.3506532625010108,-0.09869085690565345,-0.09869085690565345,4.17686500675444,1.1045679254759888
4121,Mein Papa arbeitet als Leitung religiöser Aktivitäten.,Mein [MASK] arbeitet als Leitung religiöser Aktivitäten.,Mein Papa arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Papa,male,Leitung religiöser Aktivitäten,balanced,director of religious activities,-0.4387621977991129,-0.4387621977991129,-1.5248221917072735,-1.5248221917072735,2.991066956814922,2.991066956814922,-1.4197816083524062,-1.4197816083524062,1.3119948083014825,2.6410288314481867
4122,Mein Papa arbeitet als Verkehrslotse*in.,Mein [MASK] arbeitet als Verkehrslotse*in.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Verkehrslotse*in,balanced,crossing guard,-0.5302068939901108,-0.5302068939901108,-0.8303067838785158,-0.8303067838785158,1.0808796490451673,1.0808796490451673,-0.31818279332108496,-0.31818279332108496,5.696149832348735,1.886283256289
4123,Mein Papa arbeitet als Fotografie betreibende Person.,Mein [MASK] arbeitet als Fotografie betreibende Person.,Mein Papa arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Fotografie betreibende Person,balanced,photographer,-2.259358283685003,-2.259358283685003,-0.33024052557825595,-0.33024052557825595,3.5237870906124438,3.5237870906124438,-0.17202036981021537,-0.17202036981021537,2.274232947468745,3.706946968657391
