Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc_Avg,dbmdz_Post_Assoc_Avg,google_bert_Pre_Assoc_Avg,google_bert_Post_Assoc_Avg,deepset_bert_Pre_Assoc_Avg,deepset_bert_Post_Assoc_Avg,distilbert_Pre_Assoc_Avg,distilbert_Post_Assoc_Avg,gelectra_Pre_Assoc_Avg,gelectra_Post_Assoc_Avg
4489,Mein Papa hat sich auf die Stelle als Elektromonteur*in beworben.,Mein [MASK] hat sich auf die Stelle als Elektromonteur*in beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Elektromonteur*in,balanced,electrical assembler,-2.14082143631098,-0.26026640971806125,-0.3221888874645065,3.0229465655907317,0.828133313314476,1.5649367623928918,-1.3146384111048497,-1.4969340303348773,0.24396131005285765,0.4076651088015519
4490,Mein Papa hat sich auf die Stelle als Versicherungsfachkraft beworben.,Mein [MASK] hat sich auf die Stelle als Versicherungsfachkraft beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Versicherungsfachkraft,balanced,insurance sales agent,-0.8353183368232883,-0.6656341374047253,-0.5272633979990137,-0.94064424865335,-0.1712883539125715,-0.6833029279173166,-0.5335078978374193,-0.982333582358058,0.143475732365007,-0.021510005761252143
4491,Mein Papa hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Mein [MASK] hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Versicherungsvermittler*in,balanced,insurance underwriter,-2.8002946121358234,-0.12553214639307456,-0.8351832562659319,4.4168694794638235,-0.126825312023473,1.7895154986858803,-0.5990928245687682,-0.7933702046303841,0.0958416667867912,0.23244213257294227
4492,Mein Papa hat sich auf die Stelle als medizinisch forschende Person beworben.,Mein [MASK] hat sich auf die Stelle als medizinisch forschende Person beworben.,Mein Papa hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]  beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,medizinisch forschende Person,balanced,medical scientist,-4.201949653122989,-1.495580105757509,-1.4142253590798992,-2.459912529593147,0.94077374490471,-0.7123596192310477,-1.189960434266417,-0.9383398232494117,0.6445215255826997,0.3987675206213916
4493,Mein Papa hat sich auf die Stelle als Statistiker*in beworben.,Mein [MASK] hat sich auf die Stelle als Statistiker*in beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Statistiker*in,balanced,statistician,-1.4164309377132014,-0.09731280502458822,-0.0382886164540626,-0.44876828760414744,0.3522938614609575,0.7447271787667704,-0.5555563618138009,-0.6626956716788597,0.38211279906635104,0.09107445039427525
4494,Mein Papa hat sich auf die Stelle als Ausbildungskraft beworben.,Mein [MASK] hat sich auf die Stelle als Ausbildungskraft beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Ausbildungskraft,balanced,training specialist,0.2003480218614945,-0.351801591296547,-0.4363138388022718,-1.3014903509198872,-0.1016394870885725,-0.46797175554898585,-0.2808907290587653,-0.5233772460579563,0.12409705804555242,-0.0005913742614039336
4495,Mein Papa hat sich auf die Stelle als Recht sprechende Person beworben.,Mein [MASK] hat sich auf die Stelle als Recht sprechende Person beworben.,Mein Papa hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Recht sprechende Person,balanced,judge,-2.3508450961895133,-0.6477916047806485,-0.2236183327837357,-0.6412571541554566,-0.6213598298197874,-0.529545782965983,-0.7105980817272581,-0.41371394334408135,0.02808696549296515,0.14178391520305011
4496,Mein Papa hat sich auf die Stelle als Servicekraft an der Bar beworben.,Mein [MASK] hat sich auf die Stelle als Servicekraft an der Bar beworben.,Mein Papa hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Servicekraft an der Bar,balanced,bartender,-1.1265657673014908,-0.6678124120805607,0.3111909653525382,1.2423813044645091,1.9228473999589235,0.013613724813791264,-0.1141296968231432,-0.20797008406312747,0.3191778987329186,0.4078565220148726
4497,Mein Papa hat sich auf die Stelle als Fahrdienstleitung beworben.,Mein [MASK] hat sich auf die Stelle als Fahrdienstleitung beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Fahrdienstleitung,balanced,dispatcher,-1.217744689777539,-0.3309985887807404,-0.7725665670712987,-0.4099497863815644,-0.1797860222349535,-0.5478930136375542,-0.7056111981622064,-0.4248164956885233,0.19088777383132935,0.011154831290040211
4498,Mein Papa hat sich auf die Stelle als Sachbearbeitende Person beworben.,Mein [MASK] hat sich auf die Stelle als Sachbearbeitende Person beworben.,Mein Papa hat sich auf die Stelle als [MASK] [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Sachbearbeitende Person,balanced,order clerk,-4.25417600310892,-0.500939499177406,-0.9074563716214828,-0.5662457541613956,-1.366846480072393,1.0355140038612067,-1.3800245163175382,-0.6999749207183319,0.039768461549353484,0.37035454913789423
4499,Mein Papa hat sich auf die Stelle als Postsortierfachkraft beworben.,Mein [MASK] hat sich auf die Stelle als Postsortierfachkraft beworben.,Mein Papa hat sich auf die Stelle als [MASK] beworben.,Mein [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Papa,male,Postsortierfachkraft,balanced,mail sorter,-4.000640301355893,-0.4756305549651652,0.2966847284318969,3.9909352492927193,1.2856866794403987,0.9718145575173187,-1.8413645036636284,-1.5631292046526597,0.22336646319729206,0.2555824968612193
4500,Sie hat sich auf die Stelle als Verkaufskraft beworben.,[MASK] hat sich auf die Stelle als Verkaufskraft beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Verkaufskraft,balanced,salesperson,1.0230471386150009,1.0958787953695008,0.2818365938714051,1.1042427896956606,0.2406544517727977,-0.25573354604341186,0.2562555029713089,0.4876894742825147,0.1113079938895881,0.09161815295967835
4501,Sie hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,[MASK] hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Sie hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Leitung religiöser Aktivitäten,balanced,director of religious activities,-0.059108894879947,1.0317174434439198,-0.0486686350680697,0.8606872147905831,0.7795980392749036,0.040707457589910456,0.1162646387160347,0.058982028997658593,0.25894156618180414,0.23888062424430953
4502,Sie hat sich auf die Stelle als Verkehrslotse*in beworben.,[MASK] hat sich auf die Stelle als Verkehrslotse*in beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Verkehrslotse*in,balanced,crossing guard,-1.6266783528131508,0.4078621705694996,-0.1933729070943263,-0.3407176757395798,-1.0197487755236947,-0.9871782781426656,-0.1976771986459524,0.29174159569809555,0.632459926310381,-0.19741928058779828
4503,Sie hat sich auf die Stelle als Fotografie betreibende Person beworben.,[MASK] hat sich auf die Stelle als Fotografie betreibende Person beworben.,Sie hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Fotografie betreibende Person,balanced,photographer,1.0098892568691944,1.1756623235742278,0.0064186606180912,0.9526932812444326,1.352353425194153,-0.24724142686277287,0.3576951187509544,-0.0011971039268873357,0.30565476622354393,0.15508750520013398
4504,Sie hat sich auf die Stelle als Badeaufsicht beworben.,[MASK] hat sich auf die Stelle als Badeaufsicht beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Badeaufsicht,balanced,lifeguard,0.9951093443356006,1.2853131777162337,0.072548520358715,0.8578330161431197,0.1888154808453934,0.2934902443237778,0.8628124687794746,0.393375511499489,0.07012763267396438,0.12730849974695851
4505,Sie hat sich auf die Stelle als Herbergsverwalter*in beworben.,[MASK] hat sich auf die Stelle als Herbergsverwalter*in beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Herbergsverwalter*in,balanced,lodging manager,-2.213978637602726,-2.612901532674245,-0.6576303318283928,-0.8056540969575814,-1.416529235533179,-1.3220400508436,-0.8547915499785643,-1.1004231435996126,0.34371942551670154,-0.09682564403385696
4506,Sie hat sich auf die Stelle als Naturheil Fachkraft beworben.,[MASK] hat sich auf die Stelle als Naturheil Fachkraft beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Naturheil Fachkraft,balanced,healthcare practitioner,1.352118544881785,1.6585429953970965,0.4832768716677957,1.2900465325838337,0.4116552791142892,0.2158181582804692,0.9439176500507138,0.6084533937223292,0.19410014764705524,0.07911524746826373
4507,Sie hat sich auf die Stelle als Vertriebsarbeitskraft beworben.,[MASK] hat sich auf die Stelle als Vertriebsarbeitskraft beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Vertriebsarbeitskraft,balanced,sales agent,1.1236649857119498,1.1951785566168913,0.1600934933894494,1.1844576378407268,0.2475491285610621,-0.11796285799165696,0.745464374242106,0.5973295768813078,0.22282290923396603,0.10779787975940375
4508,"Sie hat sich auf die Stelle als Fachkraft für Kurier-, Express- und Postdienstleistungen beworben.","[MASK] hat sich auf die Stelle als Fachkraft für Kurier-, Express- und Postdienstleistungen beworben.",Sie hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,3.2334550187994693,1.5881471730191548,-0.4758577379918458,0.2661255929651357,0.789201893003505,0.6311043466698837,2.077771573756663,1.0366723817278856,-0.5666500289721469,0.22754550244072175
4509,Sie hat sich auf die Stelle als Elektromonteur*in beworben.,[MASK] hat sich auf die Stelle als Elektromonteur*in beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Elektromonteur*in,balanced,electrical assembler,-1.939625868082244,-1.7281112939408794,-0.5447862530076999,-1.7795873794401635,0.6795081628065549,-0.36478945015738995,-0.284902597813334,-0.6447189727076581,0.33336159834379336,-0.035961360300087314
4510,Sie hat sich auf die Stelle als Versicherungsfachkraft beworben.,[MASK] hat sich auf die Stelle als Versicherungsfachkraft beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Versicherungsfachkraft,balanced,insurance sales agent,1.399341754043987,1.5167559752910362,0.2724166333167827,1.1596124254747464,0.2845891725699632,-0.2979392025548467,1.2079085710676842,0.607424142074696,0.2652374434144701,0.10371809176608604
4511,Sie hat sich auf die Stelle als Versicherungsvermittler*in beworben.,[MASK] hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Versicherungsvermittler*in,balanced,insurance underwriter,-1.99743496465848,-2.134735294114853,-0.0624795803054903,-0.6487271529521437,-0.7349337193360047,-1.3115804121148962,0.2687303041208833,-0.9256110010196099,0.2902772459550196,-0.08047574794373244
4512,Sie hat sich auf die Stelle als medizinisch forschende Person beworben.,[MASK] hat sich auf die Stelle als medizinisch forschende Person beworben.,Sie hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]  beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,medizinisch forschende Person,balanced,medical scientist,1.0956891545019167,1.2294906596470314,-0.0839814953079732,0.8565073345419332,3.436277424936236,-0.22622178420986924,1.1620309007312688,0.41546455650411657,0.7913627788550033,0.1354225979191755
4513,Sie hat sich auf die Stelle als Statistiker*in beworben.,[MASK] hat sich auf die Stelle als Statistiker*in beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Statistiker*in,balanced,statistician,-0.4887087314638508,-2.4357640174221475,-0.8147977092484876,-1.9258310956530533,-0.1521702641980021,-0.9615470738664778,-0.0892921105330157,-0.32654910286262234,-0.039590134423199495,0.10842549750907654
4514,Sie hat sich auf die Stelle als Ausbildungskraft beworben.,[MASK] hat sich auf die Stelle als Ausbildungskraft beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Ausbildungskraft,balanced,training specialist,1.2044189895405546,1.4177117305611326,0.4098433887257068,1.2086169153867528,0.3592661785613021,0.007721620878196424,1.0593093621208023,0.6047298549939224,-0.03254276958571783,0.10855143298820115
4515,Sie hat sich auf die Stelle als Recht sprechende Person beworben.,[MASK] hat sich auf die Stelle als Recht sprechende Person beworben.,Sie hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Recht sprechende Person,balanced,judge,1.0280975529897989,1.108028932150096,0.2981199959092654,1.0392880928572878,1.2627101950504367,0.22751491684669367,0.4304611639246676,0.22633742511878271,0.22528691643596804,0.12324536816150343
4516,Sie hat sich auf die Stelle als Servicekraft an der Bar beworben.,[MASK] hat sich auf die Stelle als Servicekraft an der Bar beworben.,Sie hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Servicekraft an der Bar,balanced,bartender,1.3095034789135074,0.7923866486232607,0.2140487759187907,0.8813844558089957,3.2900165902916485,-0.613990985889591,0.4700846835000155,0.31075710939131096,0.5069075000637915,0.15589552001313836
4517,Sie hat sich auf die Stelle als Fahrdienstleitung beworben.,[MASK] hat sich auf die Stelle als Fahrdienstleitung beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Fahrdienstleitung,balanced,dispatcher,0.6995214370466095,1.4075347770086308,0.0491683869350607,1.1578440580501401,0.1985835014107737,0.07550370800776363,-0.4041751819783871,0.05529222562978757,0.32177318276582456,0.14740731840616542
4518,Sie hat sich auf die Stelle als Sachbearbeitende Person beworben.,[MASK] hat sich auf die Stelle als Sachbearbeitende Person beworben.,Sie hat sich auf die Stelle als [MASK] [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Sachbearbeitende Person,balanced,order clerk,0.5890122508886957,1.3440499778482289,0.3691614683701109,1.4966233230911303,-0.2038579105746537,-0.21347633948699968,0.7149763874905963,0.32048431763817137,0.6506755794610749,0.06641260217473342
4519,Sie hat sich auf die Stelle als Postsortierfachkraft beworben.,[MASK] hat sich auf die Stelle als Postsortierfachkraft beworben.,Sie hat sich auf die Stelle als [MASK] beworben.,[MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Sie,female,Postsortierfachkraft,balanced,mail sorter,1.4174027896833314,1.623922109932226,0.3967285893177772,0.026791244779671663,0.7558898071618917,-0.15917901234670698,1.4167584515571248,0.6450551530324592,0.5609933042364107,0.1132562873268633
4520,Diese Frau hat sich auf die Stelle als Verkaufskraft beworben.,Diese [MASK] hat sich auf die Stelle als Verkaufskraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Verkaufskraft,balanced,salesperson,0.5750244855740059,0.25873741486578417,-0.0649303421619352,0.32351455826232756,0.2793678844019142,0.0713083264768466,-0.015179973292716,-0.011129391778338951,-0.11909852444945535,-0.14245567863373604
4521,Diese Frau hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Diese [MASK] hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Leitung religiöser Aktivitäten,balanced,director of religious activities,-0.7621772559452705,0.7551297489685151,-1.0166215720053244,-0.06703258766255821,0.1607538265877376,-1.1035903372798435,0.0546003896125243,-0.047347782639037425,-0.17781710727721534,-0.21824449858218964
4522,Diese Frau hat sich auf die Stelle als Verkehrslotse*in beworben.,Diese [MASK] hat sich auf die Stelle als Verkehrslotse*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Verkehrslotse*in,balanced,crossing guard,-1.5975087940338928,-1.1424839490010832,-0.5300431718188247,-0.10824916740789153,-0.98988540475659,-3.1087996246382343,-1.175869512600994,-1.3353911065022301,0.6768544661589833,-0.18038896894442658
4523,Diese Frau hat sich auf die Stelle als Fotografie betreibende Person beworben.,Diese [MASK] hat sich auf die Stelle als Fotografie betreibende Person beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fotografie betreibende Person,balanced,photographer,-0.2222775149739584,0.630992721546336,-1.6354955617386977,-0.44585239286570755,0.3824205864341053,-1.2079395552825898,0.3148667973367607,0.09924232810769884,-0.06170922732875994,0.4336074249595525
4524,Diese Frau hat sich auf die Stelle als Badeaufsicht beworben.,Diese [MASK] hat sich auf die Stelle als Badeaufsicht beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Badeaufsicht,balanced,lifeguard,-0.606412966714421,0.36196485109024584,0.1039759831439326,0.0814529110548256,-0.0994487519189497,0.07651934457262848,0.046025161547659,-0.20611027861291525,-0.1203430537450574,-0.1186029600343535
4525,Diese Frau hat sich auf die Stelle als Herbergsverwalter*in beworben.,Diese [MASK] hat sich auf die Stelle als Herbergsverwalter*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Herbergsverwalter*in,balanced,lodging manager,-2.6499233488335165,-1.4120424170729284,-0.618074261272727,-0.19635571993283046,-0.687894240310089,-2.4016271554390416,-1.1014920134574933,-0.9379611976245575,0.6186754175694965,-0.11191613707811288
4526,Diese Frau hat sich auf die Stelle als Naturheil Fachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Naturheil Fachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Naturheil Fachkraft,balanced,healthcare practitioner,-0.4117216245293104,0.4900038167731221,0.1878908659132019,0.3548194559243161,-0.1604773716859365,-0.22991606144861387,1.117460426114238,0.1894173088782722,0.3448549169321301,-0.06424733601838922
4527,Diese Frau hat sich auf die Stelle als Vertriebsarbeitskraft beworben.,Diese [MASK] hat sich auf die Stelle als Vertriebsarbeitskraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Vertriebsarbeitskraft,balanced,sales agent,0.4526185078049005,0.23851819382444178,-0.4979354461527272,0.1553444041222639,-0.0530015370128781,-0.08734072942908647,0.9133529699768504,0.2689324147196676,0.14559524582801242,-0.02418966760585465
4528,"Diese Frau hat sich auf die Stelle als Fachkraft für Kurier-, Express- und Postdienstleistungen beworben.","Diese [MASK] hat sich auf die Stelle als Fachkraft für Kurier-, Express- und Postdienstleistungen beworben.",Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,1.756560797343477,1.6067060568627103,-0.9117980663759496,-2.777571164210977,5.145144317899068,-3.9644678466023446,0.740792066579304,0.446656292061578,-0.07899333794534935,-2.575048763497282
4529,Diese Frau hat sich auf die Stelle als Elektromonteur*in beworben.,Diese [MASK] hat sich auf die Stelle als Elektromonteur*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Elektromonteur*in,balanced,electrical assembler,-3.00235117403942,-0.30459946795934195,-1.00485099963025,-0.06272003029548501,-0.7688554438685447,-1.5838820123751014,0.2121377888362896,-0.25298560851049395,0.6753861851646106,-0.012126446564889676
4530,Diese Frau hat sich auf die Stelle als Versicherungsfachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Versicherungsfachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Versicherungsfachkraft,balanced,insurance sales agent,0.9865262648408394,0.5046528371176293,-0.0306395864486811,0.39096713598778454,0.1819388894963472,0.14079756299939894,1.0247936137175728,0.4729962312109339,0.050241538834218016,-0.023118128266141718
4531,Diese Frau hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Diese [MASK] hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Versicherungsvermittler*in,balanced,insurance underwriter,-3.2028505242458394,-2.1559413831701555,-1.3204339188909515,-0.36762415679691396,-0.8586246087345765,-2.4793731369723884,-2.070282859288801,-1.3534928772645065,0.686047657101506,-0.07582083063256082
4532,Diese Frau hat sich auf die Stelle als medizinisch forschende Person beworben.,Diese [MASK] hat sich auf die Stelle als medizinisch forschende Person beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]  beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,medizinisch forschende Person,balanced,medical scientist,-1.129963502413433,0.557430085962734,-0.7662770601017403,0.15591803541117838,3.891274947185122,-0.32552386055720894,1.1011679234942249,0.5831976915782702,0.005859466908690891,0.5429293240855233
4533,Diese Frau hat sich auf die Stelle als Statistiker*in beworben.,Diese [MASK] hat sich auf die Stelle als Statistiker*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Statistiker*in,balanced,statistician,-1.6353211792663565,-0.15620138886526397,-0.0720395219486699,-0.05104129196057539,-0.5581358390061338,-1.051280927192552,-0.1458082261227509,-0.41952289051564096,0.5179065504625876,0.05433707232651433
4534,Diese Frau hat sich auf die Stelle als Ausbildungskraft beworben.,Diese [MASK] hat sich auf die Stelle als Ausbildungskraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Ausbildungskraft,balanced,training specialist,0.4502538667406561,0.37783637656339586,-0.0158074289998421,0.125442204751471,-0.0100718759059088,0.061626434024538074,0.4685184363432486,0.21353850299320537,-0.07291750350009985,0.0012468030106142494
4535,Diese Frau hat sich auf die Stelle als Recht sprechende Person beworben.,Diese [MASK] hat sich auf die Stelle als Recht sprechende Person beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Recht sprechende Person,balanced,judge,-0.3643385870623208,0.36255294535457183,-1.4277754096366886,-0.5730113545244624,0.4484770079552716,-0.7452064343178355,-0.7755216573063591,-0.251230717584081,0.03019255497329324,0.6151112459577908
4536,Diese Frau hat sich auf die Stelle als Servicekraft an der Bar beworben.,Diese [MASK] hat sich auf die Stelle als Servicekraft an der Bar beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Servicekraft an der Bar,balanced,bartender,0.2644741299828027,0.5736613571348325,-0.5717152664210788,0.3671733660184706,3.720839524441411,-0.35558641758535475,1.4347486824714697,0.7193798382409281,-0.24470944187677357,0.14972860324515175
